frame,qx,qy,qz,qw
1,0.8235122118230829,0.005374227783119812,0.5671787426741155,0.010345458549462005
2,0.8235122118230829,0.005374227783119812,0.5671787426741155,0.010345458549462005
3,0.8235122118230829,0.005374227783119812,0.5671787426741155,0.010345458549462005
4,0.8235122118230829,0.005374227783119812,0.5671787426741155,0.010345458549462005
16,0.8233245232189964,0.006842644755481796,0.5674023262325598,0.012021142410032075
17,0.8233245232189964,0.006842644755481796,0.5674023262325598,0.012021142410032075
18,0.8233245232189964,0.006842644755481796,0.5674023262325598,0.012021142410032075
19,0.8233245232189964,0.006842644755481796,0.5674023262325598,0.012021142410032075
20,0.8233245232189964,0.006842644755481796,0.5674023262325598,0.012021142410032075
21,0.8233245232189964,0.006842644755481796,0.5674023262325598,0.012021142410032075
22,0.8236404412268566,0.005991737886222732,0.5669797474946137,0.010699933816420292
23,0.8236404412268566,0.005991737886222732,0.5669797474946137,0.010699933816420292
24,0.8236404412268566,0.005991737886222732,0.5669797474946137,0.010699933816420292
25,0.8236404412268566,0.005991737886222732,0.5669797474946137,0.010699933816420292
26,0.8236404412268566,0.005991737886222732,0.5669797474946137,0.010699933816420292
27,0.8236404412268566,0.005991737886222732,0.5669797474946137,0.010699933816420292
34,0.8235064630206819,0.005629467659124943,0.5671707291172667,0.011080545547446958
35,0.8235064630206819,0.005629467659124943,0.5671707291172667,0.011080545547446958
36,0.8235064630206819,0.005629467659124943,0.5671707291172667,0.011080545547446958
37,0.8235064630206819,0.005629467659124943,0.5671707291172667,0.011080545547446958
38,0.8235064630206819,0.005629467659124943,0.5671707291172667,0.011080545547446958
39,0.8235064630206819,0.005629467659124943,0.5671707291172667,0.011080545547446958
40,0.8235064630206819,0.005629467659124943,0.5671707291172667,0.011080545547446958
41,0.8239073498565577,0.006301910019977312,0.5665928688466602,0.010463544072410548
42,0.8239073498565577,0.006301910019977312,0.5665928688466602,0.010463544072410548
43,0.8239073498565577,0.006301910019977312,0.5665928688466602,0.010463544072410548
44,0.8239073498565577,0.006301910019977312,0.5665928688466602,0.010463544072410548
45,0.8239073498565577,0.006301910019977312,0.5665928688466602,0.010463544072410548
46,0.8239073498565577,0.006301910019977312,0.5665928688466602,0.010463544072410548
47,0.8239073498565577,0.006301910019977312,0.5665928688466602,0.010463544072410548
55,0.828034744492511,0.009982244936799382,0.5603683691636475,0.015687815020513505
56,0.828034744492511,0.009982244936799382,0.5603683691636475,0.015687815020513505
57,0.828034744492511,0.009982244936799382,0.5603683691636475,0.015687815020513505
58,0.828034744492511,0.009982244936799382,0.5603683691636475,0.015687815020513505
59,0.828034744492511,0.009982244936799382,0.5603683691636475,0.015687815020513505
60,0.828034744492511,0.009982244936799382,0.5603683691636475,0.015687815020513505
61,0.8292977970332528,0.008945227828681927,0.5585320785781045,0.015068640751877112
62,0.8292977970332528,0.008945227828681927,0.5585320785781045,0.015068640751877112
63,0.8292977970332528,0.008945227828681927,0.5585320785781045,0.015068640751877112
64,0.8292977970332528,0.008945227828681927,0.5585320785781045,0.015068640751877112
65,0.8292977970332528,0.008945227828681927,0.5585320785781045,0.015068640751877112
66,0.8292977970332528,0.008945227828681927,0.5585320785781045,0.015068640751877112
67,0.8303547838791621,0.009585428314633328,0.5569727108521272,0.014158100827714955
68,0.8303547838791621,0.009585428314633328,0.5569727108521272,0.014158100827714955
69,0.8303547838791621,0.009585428314633328,0.5569727108521272,0.014158100827714955
70,0.8303547838791621,0.009585428314633328,0.5569727108521272,0.014158100827714955
71,0.8303547838791621,0.009585428314633328,0.5569727108521272,0.014158100827714955
72,0.8303547838791621,0.009585428314633328,0.5569727108521272,0.014158100827714955
73,0.8303547838791621,0.009585428314633328,0.5569727108521272,0.014158100827714955
74,0.8304121816664747,0.007516144588338738,0.5569874524627685,0.01113974458810545
75,0.8304121816664747,0.007516144588338738,0.5569874524627685,0.01113974458810545
76,0.8304121816664747,0.007516144588338738,0.5569874524627685,0.01113974458810545
77,0.8304121816664747,0.007516144588338738,0.5569874524627685,0.01113974458810545
82,0.831004503440153,0.006923866242645749,0.5561366932351405,0.00977516117115064
83,0.831004503440153,0.006923866242645749,0.5561366932351405,0.00977516117115064
84,0.831004503440153,0.006923866242645749,0.5561366932351405,0.00977516117115064
85,0.831004503440153,0.006923866242645749,0.5561366932351405,0.00977516117115064
86,0.831004503440153,0.006923866242645749,0.5561366932351405,0.00977516117115064
87,0.8318119404991903,0.00687751695397791,0.5549456322759354,0.008771580324062264
88,0.8318119404991903,0.00687751695397791,0.5549456322759354,0.008771580324062264
89,0.8318119404991903,0.00687751695397791,0.5549456322759354,0.008771580324062264
90,0.8318119404991903,0.00687751695397791,0.5549456322759354,0.008771580324062264
91,0.8318119404991903,0.00687751695397791,0.5549456322759354,0.008771580324062264
92,0.8318119404991903,0.00687751695397791,0.5549456322759354,0.008771580324062264
93,0.8318119404991903,0.00687751695397791,0.5549456322759354,0.008771580324062264
94,0.8329712104658694,0.006154503120993057,0.5532107378345775,0.008886178643278612
95,0.8329712104658694,0.006154503120993057,0.5532107378345775,0.008886178643278612
96,0.8329712104658694,0.006154503120993057,0.5532107378345775,0.008886178643278612
97,0.8329712104658694,0.006154503120993057,0.5532107378345775,0.008886178643278612
98,0.8329712104658694,0.006154503120993057,0.5532107378345775,0.008886178643278612
99,0.8329712104658694,0.006154503120993057,0.5532107378345775,0.008886178643278612
100,0.8329712104658694,0.006154503120993057,0.5532107378345775,0.008886178643278612
101,0.834534971333782,0.0031944084027110764,0.5508957140110662,0.007422240909448199
102,0.834534971333782,0.0031944084027110764,0.5508957140110662,0.007422240909448199
103,0.834534971333782,0.0031944084027110764,0.5508957140110662,0.007422240909448199
104,0.834534971333782,0.0031944084027110764,0.5508957140110662,0.007422240909448199
105,0.834534971333782,0.0031944084027110764,0.5508957140110662,0.007422240909448199
106,0.8356451120953262,0.0020712940001387133,0.5492053983385221,0.008147810023570186
107,0.8356451120953262,0.0020712940001387133,0.5492053983385221,0.008147810023570186
108,0.8356451120953262,0.0020712940001387133,0.5492053983385221,0.008147810023570186
109,0.8356451120953262,0.0020712940001387133,0.5492053983385221,0.008147810023570186
110,0.8356451120953262,0.0020712940001387133,0.5492053983385221,0.008147810023570186
111,0.8356451120953262,0.0020712940001387133,0.5492053983385221,0.008147810023570186
112,0.8354299867684026,0.0031475201711886774,0.5495744422505776,0.003842232409044081
113,0.8354299867684026,0.0031475201711886774,0.5495744422505776,0.003842232409044081
114,0.8354299867684026,0.0031475201711886774,0.5495744422505776,0.003842232409044081
115,0.8354299867684026,0.0031475201711886774,0.5495744422505776,0.003842232409044081
116,0.8354299867684026,0.0031475201711886774,0.5495744422505776,0.003842232409044081
117,0.8354299867684026,0.0031475201711886774,0.5495744422505776,0.003842232409044081
118,0.8354299867684026,0.0031475201711886774,0.5495744422505776,0.003842232409044081
119,0.8354299867684026,0.0031475201711886774,0.5495744422505776,0.003842232409044081
120,0.8339896705740689,0.0037843439129456634,0.5517404719613886,0.005418460734263249
121,0.8339896705740689,0.0037843439129456634,0.5517404719613886,0.005418460734263249
122,0.8339896705740689,0.0037843439129456634,0.5517404719613886,0.005418460734263249
123,0.8339896705740689,0.0037843439129456634,0.5517404719613886,0.005418460734263249
124,0.831906553242957,0.005349780162810182,0.5548302121191082,0.008142618958177006
125,0.831906553242957,0.005349780162810182,0.5548302121191082,0.008142618958177006
126,0.831906553242957,0.005349780162810182,0.5548302121191082,0.008142618958177006
127,0.831906553242957,0.005349780162810182,0.5548302121191082,0.008142618958177006
128,0.831906553242957,0.005349780162810182,0.5548302121191082,0.008142618958177006
129,0.831906553242957,0.005349780162810182,0.5548302121191082,0.008142618958177006
130,0.8317283263539795,0.006261003883303284,0.5551124383843723,0.006242733514872401
131,0.8317283263539795,0.006261003883303284,0.5551124383843723,0.006242733514872401
132,0.8317283263539795,0.006261003883303284,0.5551124383843723,0.006242733514872401
133,0.8317283263539795,0.006261003883303284,0.5551124383843723,0.006242733514872401
134,0.8317283263539795,0.006261003883303284,0.5551124383843723,0.006242733514872401
135,0.8317283263539795,0.006261003883303284,0.5551124383843723,0.006242733514872401
136,0.8304326549146319,0.006441870214556007,0.5570346159933333,0.007248761600053049
137,0.8304326549146319,0.006441870214556007,0.5570346159933333,0.007248761600053049
138,0.8304326549146319,0.006441870214556007,0.5570346159933333,0.007248761600053049
139,0.8304326549146319,0.006441870214556007,0.5570346159933333,0.007248761600053049
140,0.8304326549146319,0.006441870214556007,0.5570346159933333,0.007248761600053049
141,0.8304326549146319,0.006441870214556007,0.5570346159933333,0.007248761600053049
142,0.8304326549146319,0.006441870214556007,0.5570346159933333,0.007248761600053049
143,0.8304326549146319,0.006441870214556007,0.5570346159933333,0.007248761600053049
144,0.829223655274766,0.007128692343110809,0.5588091762081134,0.008343612157982742
145,0.829223655274766,0.007128692343110809,0.5588091762081134,0.008343612157982742
146,0.829223655274766,0.007128692343110809,0.5588091762081134,0.008343612157982742
147,0.829223655274766,0.007128692343110809,0.5588091762081134,0.008343612157982742
148,0.8280800652579206,0.006079290611094071,0.5605023021800878,0.009144233096639746
149,0.8280800652579206,0.006079290611094071,0.5605023021800878,0.009144233096639746
150,0.8280800652579206,0.006079290611094071,0.5605023021800878,0.009144233096639746
151,0.8280800652579206,0.006079290611094071,0.5605023021800878,0.009144233096639746
152,0.8280800652579206,0.006079290611094071,0.5605023021800878,0.009144233096639746
153,0.8269166481347976,0.004637898222222247,0.5622708003843067,0.006236503249651526
154,0.8269166481347976,0.004637898222222247,0.5622708003843067,0.006236503249651526
155,0.8269166481347976,0.004637898222222247,0.5622708003843067,0.006236503249651526
156,0.8269166481347976,0.004637898222222247,0.5622708003843067,0.006236503249651526
157,0.8269166481347976,0.004637898222222247,0.5622708003843067,0.006236503249651526
158,0.8269166481347976,0.004637898222222247,0.5622708003843067,0.006236503249651526
159,0.8257687718285146,0.004001038136490545,0.5639570019036085,0.006513614246345018
160,0.8257687718285146,0.004001038136490545,0.5639570019036085,0.006513614246345018
161,0.8257687718285146,0.004001038136490545,0.5639570019036085,0.006513614246345018
162,0.8257687718285146,0.004001038136490545,0.5639570019036085,0.006513614246345018
163,0.8257687718285146,0.004001038136490545,0.5639570019036085,0.006513614246345018
164,0.8257687718285146,0.004001038136490545,0.5639570019036085,0.006513614246345018
165,0.8257687718285146,0.004001038136490545,0.5639570019036085,0.006513614246345018
166,0.823634880662819,0.0028743205063074535,0.5670970185362196,0.004277055587840118
167,0.823634880662819,0.0028743205063074535,0.5670970185362196,0.004277055587840118
168,0.823634880662819,0.0028743205063074535,0.5670970185362196,0.004277055587840118
169,0.823634880662819,0.0028743205063074535,0.5670970185362196,0.004277055587840118
170,0.823634880662819,0.0028743205063074535,0.5670970185362196,0.004277055587840118
171,0.8182030475703413,0.0010036858776797798,0.5749205397788266,0.003022995482516575
172,0.8182030475703413,0.0010036858776797798,0.5749205397788266,0.003022995482516575
173,0.8182030475703413,0.0010036858776797798,0.5749205397788266,0.003022995482516575
174,0.8182030475703413,0.0010036858776797798,0.5749205397788266,0.003022995482516575
175,0.8182030475703413,0.0010036858776797798,0.5749205397788266,0.003022995482516575
176,0.8182030475703413,0.0010036858776797798,0.5749205397788266,0.003022995482516575
177,0.8367217496055283,-0.012286691107036372,-0.5472913919141706,0.014760870413147798
178,0.8367217496055283,-0.012286691107036372,-0.5472913919141706,0.014760870413147798
179,0.8367217496055283,-0.012286691107036372,-0.5472913919141706,0.014760870413147798
180,0.8367217496055283,-0.012286691107036372,-0.5472913919141706,0.014760870413147798
181,0.8367217496055283,-0.012286691107036372,-0.5472913919141706,0.014760870413147798
182,0.8367217496055283,-0.012286691107036372,-0.5472913919141706,0.014760870413147798
183,0.8367217496055283,-0.012286691107036372,-0.5472913919141706,0.014760870413147798
184,0.8353720723551574,-0.008045273662097755,-0.5494856255629996,0.012422624537134767
185,0.8353720723551574,-0.008045273662097755,-0.5494856255629996,0.012422624537134767
186,0.8353720723551574,-0.008045273662097755,-0.5494856255629996,0.012422624537134767
187,0.8353720723551574,-0.008045273662097755,-0.5494856255629996,0.012422624537134767
188,0.8353720723551574,-0.008045273662097755,-0.5494856255629996,0.012422624537134767
189,0.8353720723551574,-0.008045273662097755,-0.5494856255629996,0.012422624537134767
190,0.8353720723551574,-0.008045273662097755,-0.5494856255629996,0.012422624537134767
191,0.8353720723551574,-0.008045273662097755,-0.5494856255629996,0.012422624537134767
192,0.8353720723551574,-0.008045273662097755,-0.5494856255629996,0.012422624537134767
193,0.8353720723551574,-0.008045273662097755,-0.5494856255629996,0.012422624537134767
194,0.833845985111668,-0.008400707370986447,-0.5517748310164929,0.013222597533754018
195,0.833845985111668,-0.008400707370986447,-0.5517748310164929,0.013222597533754018
196,0.833845985111668,-0.008400707370986447,-0.5517748310164929,0.013222597533754018
197,0.833845985111668,-0.008400707370986447,-0.5517748310164929,0.013222597533754018
198,0.833845985111668,-0.008400707370986447,-0.5517748310164929,0.013222597533754018
199,0.833845985111668,-0.008400707370986447,-0.5517748310164929,0.013222597533754018
200,0.8309288923700663,-0.010007189703033133,-0.5561164953096718,0.013837471712358237
201,0.8309288923700663,-0.010007189703033133,-0.5561164953096718,0.013837471712358237
202,0.8309288923700663,-0.010007189703033133,-0.5561164953096718,0.013837471712358237
203,0.8309288923700663,-0.010007189703033133,-0.5561164953096718,0.013837471712358237
204,0.8309288923700663,-0.010007189703033133,-0.5561164953096718,0.013837471712358237
205,0.8309288923700663,-0.010007189703033133,-0.5561164953096718,0.013837471712358237
206,0.829901731393995,-0.005739529091082541,-0.55776973284529,0.011095005937623978
207,0.829901731393995,-0.005739529091082541,-0.55776973284529,0.011095005937623978
208,0.829901731393995,-0.005739529091082541,-0.55776973284529,0.011095005937623978
209,0.829901731393995,-0.005739529091082541,-0.55776973284529,0.011095005937623978
210,0.829901731393995,-0.005739529091082541,-0.55776973284529,0.011095005937623978
211,0.829901731393995,-0.005739529091082541,-0.55776973284529,0.011095005937623978
212,0.8289035192797692,-0.004905416872426879,-0.5592796172968012,0.010059934754488917
213,0.8289035192797692,-0.004905416872426879,-0.5592796172968012,0.010059934754488917
214,0.8289035192797692,-0.004905416872426879,-0.5592796172968012,0.010059934754488917
215,0.8289035192797692,-0.004905416872426879,-0.5592796172968012,0.010059934754488917
216,0.8289035192797692,-0.004905416872426879,-0.5592796172968012,0.010059934754488917
217,0.8289035192797692,-0.004905416872426879,-0.5592796172968012,0.010059934754488917
218,0.8289035192797692,-0.004905416872426879,-0.5592796172968012,0.010059934754488917
219,0.8289035192797692,-0.004905416872426879,-0.5592796172968012,0.010059934754488917
220,0.8281400312013226,-0.00447903752605035,-0.560424284303381,0.009415333650783637
221,0.8281400312013226,-0.00447903752605035,-0.560424284303381,0.009415333650783637
222,0.8281400312013226,-0.00447903752605035,-0.560424284303381,0.009415333650783637
223,0.8281400312013226,-0.00447903752605035,-0.560424284303381,0.009415333650783637
224,0.8281400312013226,-0.00447903752605035,-0.560424284303381,0.009415333650783637
225,0.8281400312013226,-0.00447903752605035,-0.560424284303381,0.009415333650783637
226,0.8281400312013226,-0.00447903752605035,-0.560424284303381,0.009415333650783637
227,0.8288020313686447,-0.002748434036910717,-0.5594797412889613,0.007877689812982158
228,0.8288020313686447,-0.002748434036910717,-0.5594797412889613,0.007877689812982158
229,0.8288020313686447,-0.002748434036910717,-0.5594797412889613,0.007877689812982158
230,0.8288020313686447,-0.002748434036910717,-0.5594797412889613,0.007877689812982158
231,0.8288020313686447,-0.002748434036910717,-0.5594797412889613,0.007877689812982158
232,0.828235782487123,-0.0035801029974625335,-0.5603109883896681,0.008016717549224641
233,0.828235782487123,-0.0035801029974625335,-0.5603109883896681,0.008016717549224641
234,0.828235782487123,-0.0035801029974625335,-0.5603109883896681,0.008016717549224641
235,0.828235782487123,-0.0035801029974625335,-0.5603109883896681,0.008016717549224641
236,0.8290924871304336,-0.0040786273350736976,-0.5590317640325212,0.008514657105310106
237,0.8290924871304336,-0.0040786273350736976,-0.5590317640325212,0.008514657105310106
238,0.8290924871304336,-0.0040786273350736976,-0.5590317640325212,0.008514657105310106
239,0.8290924871304336,-0.0040786273350736976,-0.5590317640325212,0.008514657105310106
240,0.8290924871304336,-0.0040786273350736976,-0.5590317640325212,0.008514657105310106
241,0.8290924871304336,-0.0040786273350736976,-0.5590317640325212,0.008514657105310106
242,0.8290924871304336,-0.0040786273350736976,-0.5590317640325212,0.008514657105310106
243,0.8290924871304336,-0.0040786273350736976,-0.5590317640325212,0.008514657105310106
244,0.8284669679833304,-0.002965078623459319,-0.5599682596510261,0.008321024736480564
245,0.8284669679833304,-0.002965078623459319,-0.5599682596510261,0.008321024736480564
246,0.8284669679833304,-0.002965078623459319,-0.5599682596510261,0.008321024736480564
247,0.8284669679833304,-0.002965078623459319,-0.5599682596510261,0.008321024736480564
248,0.8284669679833304,-0.002965078623459319,-0.5599682596510261,0.008321024736480564
249,0.8284669679833304,-0.002965078623459319,-0.5599682596510261,0.008321024736480564
250,0.8284669679833304,-0.002965078623459319,-0.5599682596510261,0.008321024736480564
251,0.8284669679833304,-0.002965078623459319,-0.5599682596510261,0.008321024736480564
252,0.8295582634609464,-0.003389807864165912,-0.5583594953518538,0.007501378321765656
253,0.8295582634609464,-0.003389807864165912,-0.5583594953518538,0.007501378321765656
254,0.8295582634609464,-0.003389807864165912,-0.5583594953518538,0.007501378321765656
255,0.8295582634609464,-0.003389807864165912,-0.5583594953518538,0.007501378321765656
256,0.8295582634609464,-0.003389807864165912,-0.5583594953518538,0.007501378321765656
257,0.8295582634609464,-0.003389807864165912,-0.5583594953518538,0.007501378321765656
258,0.8295582634609464,-0.003389807864165912,-0.5583594953518538,0.007501378321765656
259,0.8290828520641813,-0.0040465063618262105,-0.5590427951493399,0.008740903328597336
260,0.8290828520641813,-0.0040465063618262105,-0.5590427951493399,0.008740903328597336
261,0.8290828520641813,-0.0040465063618262105,-0.5590427951493399,0.008740903328597336
262,0.8290828520641813,-0.0040465063618262105,-0.5590427951493399,0.008740903328597336
